"text","chapter","chapter-title"
"cient for adjacency lists because the edges are visited in a bad order when","chapter-16","Patterns of Algorithms"
"initializing array D. What is the cost of of this initialization step for the adja-","chapter-16","Patterns of Algorithms"
"cency list? How can this initialization step be revised so that it costs Θ(|V|","chapter-16","Patterns of Algorithms"
"2","chapter-16","Patterns of Algorithms"
")","chapter-16","Patterns of Algorithms"
"in the worst case?","chapter-16","Patterns of Algorithms"
"16.5 State the greatest possible lower bound that you can prove for the all-pairs","chapter-16","Patterns of Algorithms"
"shortest-paths problem, and justify your answer.","chapter-16","Patterns of Algorithms"
"16.6 Show the Skip List that results from inserting the following values. Draw","chapter-16","Patterns of Algorithms"
"the Skip List after each insert. With each value, assume the depth of its","chapter-16","Patterns of Algorithms"
"corresponding node is as given in the list.","chapter-16","Patterns of Algorithms"
"Sec. 16.6 Projects 533","chapter-16","Patterns of Algorithms"
"value depth","chapter-16","Patterns of Algorithms"
"5 2","chapter-16","Patterns of Algorithms"
"20 0","chapter-16","Patterns of Algorithms"
"30 0","chapter-16","Patterns of Algorithms"
"2 0","chapter-16","Patterns of Algorithms"
"25 1","chapter-16","Patterns of Algorithms"
"26 3","chapter-16","Patterns of Algorithms"
"31 0","chapter-16","Patterns of Algorithms"
"16.7 If we had a linked list that would never be modified, we can use a simpler","chapter-16","Patterns of Algorithms"
"approach than the Skip List to speed access. The concept would remain the","chapter-16","Patterns of Algorithms"
"same in that we add additional pointers to list nodes for efficient access to the","chapter-16","Patterns of Algorithms"
"ith element. How can we add a second pointer to each element of a singly","chapter-16","Patterns of Algorithms"
"linked list to allow access to an arbitrary element in O(log n) time?","chapter-16","Patterns of Algorithms"
"16.8 What is the expected (average) number of pointers for a Skip List node?","chapter-16","Patterns of Algorithms"
"16.9 Write a function to remove a node with given value from a Skip List.","chapter-16","Patterns of Algorithms"
"16.10 Write a function to find the ith node on a Skip List.","chapter-16","Patterns of Algorithms"
"16.6 Projects","chapter-16","Patterns of Algorithms"
"16.1 Complete the implementation of the Skip List-based dictionary begun in Sec-","chapter-16","Patterns of Algorithms"
"tion 16.2.2.","chapter-16","Patterns of Algorithms"
"16.2 Implement both a standard Θ(n","chapter-16","Patterns of Algorithms"
"3","chapter-16","Patterns of Algorithms"
") matrix multiplication algorithm and Stras-","chapter-16","Patterns of Algorithms"
"sen’s matrix multiplication algorithm (see Exercise 14.16.3.3). Using empir-","chapter-16","Patterns of Algorithms"
"ical testing, try to estimate the constant factors for the runtime equations of","chapter-16","Patterns of Algorithms"
"the two algorithms. How big must n be before Strassen’s algorithm becomes","chapter-16","Patterns of Algorithms"
"more efficient than the standard algorithm?","chapter-16","Patterns of Algorithms"
"This book describes data structures that can be used in a wide variety of problems,","chapter-17","Limits to Computation"
"and many examples of efficient algorithms. In general, our search algorithms strive","chapter-17","Limits to Computation"
"to be at worst in O(log n) to find a record, and our sorting algorithms strive to be","chapter-17","Limits to Computation"
"in O(n log n). A few algorithms have higher asymptotic complexity. Both Floyd’s","chapter-17","Limits to Computation"
"all-pairs shortest-paths algorithm and standard matrix multiply have running times","chapter-17","Limits to Computation"
"of Θ(n","chapter-17","Limits to Computation"
"3","chapter-17","Limits to Computation"
") (though for both, the amount of data being processed is Θ(n","chapter-17","Limits to Computation"
"2","chapter-17","Limits to Computation"
")).","chapter-17","Limits to Computation"
"We can solve many problems efficiently because we have available (and choose","chapter-17","Limits to Computation"
"to use) efficient algorithms. Given any problem for which you know some alg-","chapter-17","Limits to Computation"
"orithm, it is always possible to write an inefficient algorithm to “solve” the problem.","chapter-17","Limits to Computation"
"For example, consider a sorting algorithm that tests every possible permutation of","chapter-17","Limits to Computation"
"its input until it finds the correct permutation that provides a sorted list. The running","chapter-17","Limits to Computation"
"time for this algorithm would be unacceptably high, because it is proportional to","chapter-17","Limits to Computation"
"the number of permutations which is n! for n inputs. When solving the minimum-","chapter-17","Limits to Computation"
"cost spanning tree problem, if we were to test every possible subset of edges to","chapter-17","Limits to Computation"
"see which forms the shortest minimum spanning tree, the amount of work would","chapter-17","Limits to Computation"
"be proportional to 2","chapter-17","Limits to Computation"
"|E|","chapter-17","Limits to Computation"
"for a graph with |E| edges. Fortunately, for both of these","chapter-17","Limits to Computation"
"problems we have more clever algorithms that allow us to find answers (relatively)","chapter-17","Limits to Computation"
"quickly without explicitly testing every possible solution.","chapter-17","Limits to Computation"
"Unfortunately, there are many computing problems for which the best possible","chapter-17","Limits to Computation"
"algorithm takes a long time to run. A simple example is the Towers of Hanoi","chapter-17","Limits to Computation"
"problem, which requires 2","chapter-17","Limits to Computation"
"n moves to “solve” a tower with n disks. It is not possible","chapter-17","Limits to Computation"
"for any computer program that solves the Towers of Hanoi problem to run in less","chapter-17","Limits to Computation"
"than Ω(2n","chapter-17","Limits to Computation"
") time, because that many moves must be printed out.","chapter-17","Limits to Computation"
"Besides those problems whose solutions must take a long time to run, there are","chapter-17","Limits to Computation"
"also many problems for which we simply do not know if there are efficient algo-","chapter-17","Limits to Computation"
"rithms or not. The best algorithms that we know for such problems are very slow,","chapter-17","Limits to Computation"
"but perhaps there are better ones waiting to be discovered. Of course, while having","chapter-17","Limits to Computation"
"a problem with high running time is bad, it is even worse to have a problem that","chapter-17","Limits to Computation"
"cannot be solved at all! Such problems do exist, and are discussed in Section 17.3.","chapter-17","Limits to Computation"
"535","chapter-17","Limits to Computation"
"536 Chap. 17 Limits to Computation","chapter-17","Limits to Computation"
"This chapter presents a brief introduction to the theory of expensive and im-","chapter-17","Limits to Computation"
"possible problems. Section 17.1 presents the concept of a reduction, which is the","chapter-17","Limits to Computation"
"central tool used for analyzing the difficulty of a problem (as opposed to analyzing","chapter-17","Limits to Computation"
"the cost of an algorithm). Reductions allow us to relate the difficulty of various","chapter-17","Limits to Computation"
"problems, which is often much easier than doing the analysis for a problem from","chapter-17","Limits to Computation"
"first principles. Section 17.2 discusses “hard” problems, by which we mean prob-","chapter-17","Limits to Computation"
"lems that require, or at least appear to require, time exponential on the input size.","chapter-17","Limits to Computation"
"Finally, Section 17.3 considers various problems that, while often simple to define","chapter-17","Limits to Computation"
"and comprehend, are in fact impossible to solve using a computer program. The","chapter-17","Limits to Computation"
"classic example of such a problem is deciding whether an arbitrary computer pro-","chapter-17","Limits to Computation"
"gram will go into an infinite loop when processing a specified input. This is known","chapter-17","Limits to Computation"
"as the halting problem.","chapter-17","Limits to Computation"
"17.1 Reductions","chapter-17","Limits to Computation"
"We begin with an important concept for understanding the relationships between","chapter-17","Limits to Computation"
"problems, called reduction. Reduction allows us to solve one problem in terms","chapter-17","Limits to Computation"
"of another. Equally importantly, when we wish to understand the difficulty of a","chapter-17","Limits to Computation"
"problem, reduction allows us to make relative statements about upper and lower","chapter-17","Limits to Computation"
"bounds on the cost of a problem (as opposed to an algorithm or program).","chapter-17","Limits to Computation"
"Because the concept of a problem is discussed extensively in this chapter, we","chapter-17","Limits to Computation"
"want notation to simplify problem descriptions. Throughout this chapter, a problem","chapter-17","Limits to Computation"
"will be defined in terms of a mapping between inputs and outputs, and the name of","chapter-17","Limits to Computation"
"the problem will be given in all capital letters. Thus, a complete definition of the","chapter-17","Limits to Computation"
"sorting problem could appear as follows:","chapter-17","Limits to Computation"
"SORTING:","chapter-17","Limits to Computation"
"Input: A sequence of integers x0, x1, x2, ..., xn−1.","chapter-17","Limits to Computation"
"Output: A permutation y0, y1, y2, ..., yn−1 of the sequence such that yi ≤ yj","chapter-17","Limits to Computation"
"whenever i < j.","chapter-17","Limits to Computation"
"When you buy or write a program to solve one problem, such as sorting, you","chapter-17","Limits to Computation"
"might be able to use it to help solve a different problem. This is known in software","chapter-17","Limits to Computation"
"engineering as software reuse. To illustrate this, let us consider another problem.","chapter-17","Limits to Computation"
"PAIRING:","chapter-17","Limits to Computation"
"Input: Two sequences of integers X = (x0, x1, ..., xn−1) and Y =","chapter-17","Limits to Computation"
"(y0, y1, ..., yn−1).","chapter-17","Limits to Computation"
"Output: A pairing of the elements in the two sequences such that the least","chapter-17","Limits to Computation"
"value in X is paired with the least value in Y, the next least value in X is paired","chapter-17","Limits to Computation"
"with the next least value in Y, and so on.","chapter-17","Limits to Computation"
"Sec. 17.1 Reductions 537","chapter-17","Limits to Computation"
"23","chapter-17","Limits to Computation"
"42","chapter-17","Limits to Computation"
"17","chapter-17","Limits to Computation"
"93","chapter-17","Limits to Computation"
"88","chapter-17","Limits to Computation"
"12","chapter-17","Limits to Computation"
"57","chapter-17","Limits to Computation"
"90","chapter-17","Limits to Computation"
"48","chapter-17","Limits to Computation"
"59","chapter-17","Limits to Computation"
"11","chapter-17","Limits to Computation"
"89","chapter-17","Limits to Computation"
"12","chapter-17","Limits to Computation"
"91","chapter-17","Limits to Computation"
"64","chapter-17","Limits to Computation"
"34","chapter-17","Limits to Computation"
"Figure 17.1 An illustration of PAIRING. The two lists of numbers are paired up","chapter-17","Limits to Computation"
"so that the least values from each list make a pair, the next smallest values from","chapter-17","Limits to Computation"
"each list make a pair, and so on.","chapter-17","Limits to Computation"
"Figure 17.1 illustrates PAIRING. One way to solve PAIRING is to use an exist-","chapter-17","Limits to Computation"
"ing sorting program to sort each of the two sequences, and then pair off items based","chapter-17","Limits to Computation"
"on their position in sorted order. Technically we say that in this solution, PAIRING","chapter-17","Limits to Computation"
"is reduced to SORTING, because SORTING is used to solve PAIRING.","chapter-17","Limits to Computation"
"Notice that reduction is a three-step process. The first step is to convert an","chapter-17","Limits to Computation"
"instance of PAIRING into two instances of SORTING. The conversion step in this","chapter-17","Limits to Computation"
"example is not very interesting; it simply takes each sequence and assigns it to an","chapter-17","Limits to Computation"
"array to be passed to SORTING. The second step is to sort the two arrays (i.e., apply","chapter-17","Limits to Computation"
